,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
1238,1238,112,KVB Hospital,4,61,0,0.54,0.4174057476505786
1239,1239,112,KVB Hospital,96,53,0,0.54,0.3026160592145333
1240,1240,112,KVB Hospital,19,27,0,0.54,0.3920882102342838
1241,1241,112,KVB Hospital,61,28,0,0.54,0.3693525303912502
1242,1242,112,KVB Hospital,14,155,0,0.54,0.4389389615714551
1243,1243,112,KVB Hospital,111,171,0,0.54,0.33308649696471526
1244,1244,112,KVB Hospital,170,61,0,0.54,0.3119373558355986
1245,1245,112,KVB Hospital,192,26,0,0.54,0.36961702129854046
1246,1246,112,KVB Hospital,40,191,0,0.54,0.28007375321782346
1247,1247,112,KVB Hospital,164,188,0,0.54,0.29068575980507705
1248,1248,112,KVB Hospital,46,70,0,0.54,0.391284175209035
1249,1249,112,KVB Hospital,156,11,0,0.54,0.406697798224295
1250,1250,112,KVB Hospital,107,79,1,0.54,0.4652559580078055
1251,1251,112,KVB Hospital,57,142,1,0.54,0.6187293923795252
1252,1252,112,KVB Hospital,151,116,1,0.54,0.5640345311566151
1253,1253,112,KVB Hospital,56,81,1,0.54,0.5619405831234924
1254,1254,112,KVB Hospital,74,102,1,0.54,0.5201926999758555
1255,1255,112,KVB Hospital,64,15,1,0.54,0.6182798411248311
1256,1256,112,KVB Hospital,74,92,1,0.54,0.5707671845471878
1257,1257,112,KVB Hospital,123,154,1,0.54,0.5092447066746781
1258,1258,112,KVB Hospital,32,119,1,0.54,0.7149344612214235
1259,1259,112,KVB Hospital,85,182,1,0.54,0.5553752451619028
1260,1260,112,KVB Hospital,169,125,1,0.54,0.5135336673214498
1261,1261,112,KVB Hospital,11,110,1,0.54,0.5886100754943835
1262,1262,112,KVB Hospital,18,10,1,0.54,0.8050259266723024
1263,1263,112,KVB Hospital,6,120,1,0.54,0.7254116969160318
1264,1264,112,KVB Hospital,85,91,1,0.54,0.5503399150836366
1265,1265,112,KVB Hospital,0,12,1,0.54,0.7963917819964852
1266,1266,112,KVB Hospital,158,180,1,0.54,0.5143089747633607
1267,1267,112,KVB Hospital,172,126,1,0.54,0.5165591723431207
1268,1268,112,KVB Hospital,32,136,1,0.54,0.7221250845528668
1269,1269,112,KVB Hospital,50,78,1,0.54,0.5981218067635239
1270,1270,112,KVB Hospital,61,146,1,0.54,0.5974109657642774
1271,1271,112,KVB Hospital,192,58,1,0.54,0.5312892783475349
1272,1272,112,KVB Hospital,112,39,1,0.54,0.5075671242472252
1273,1273,112,KVB Hospital,31,194,1,0.54,0.6189609427086101
1274,1274,112,KVB Hospital,0,16,1,0.54,0.641814031779795
1275,1275,112,KVB Hospital,200,66,1,0.54,0.47252331970252126
1276,1276,112,KVB Hospital,157,156,1,0.54,0.5796144225949844
1277,1277,112,KVB Hospital,66,60,1,0.54,0.6148224265500031
1278,1278,112,KVB Hospital,185,87,1,0.54,0.47445744758951264
1279,1279,112,KVB Hospital,90,164,1,0.54,0.5792125684738342
1280,1280,112,KVB Hospital,5,177,1,0.54,0.5627225867204548
1281,1281,112,KVB Hospital,137,104,1,0.54,0.4965174370604451
1282,1282,112,KVB Hospital,174,132,1,0.54,0.5191841297709081
1283,1283,112,KVB Hospital,29,156,1,0.54,0.6093684810906413
1284,1284,112,KVB Hospital,81,111,1,0.54,0.5538258180733909
1285,1285,112,KVB Hospital,48,79,1,0.54,0.5191642974287346
1286,1286,112,KVB Hospital,169,52,1,0.54,0.5609502167102483
1287,1287,112,KVB Hospital,196,155,1,0.54,0.4995479325266231
1288,1288,112,KVB Hospital,199,28,1,0.54,0.5429000972167977
1289,1289,112,KVB Hospital,116,137,1,0.54,0.5044275759147645
1290,1290,112,KVB Hospital,88,34,1,0.54,0.5523421731316227
1291,1291,112,KVB Hospital,70,191,1,0.54,0.5925906774860321
1292,1292,112,KVB Hospital,138,34,1,0.54,0.5464164017012318
1293,1293,112,KVB Hospital,140,112,1,0.54,0.5424281862294958
1294,1294,112,KVB Hospital,139,98,1,0.54,0.4934276340076048
1295,1295,112,KVB Hospital,80,197,1,0.54,0.5442400374849613
1296,1296,112,KVB Hospital,140,104,1,0.54,0.46445892295967317
1297,1297,112,KVB Hospital,175,200,1,0.54,0.4625147043019405
1298,1298,112,KVB Hospital,11,139,1,0.54,0.7363079405260669
1299,1299,112,KVB Hospital,106,61,1,0.54,0.5417874862081946
1300,1300,113,ANBU HOSPITAL,117,194,0,0.89,0.33219412897251294
1301,1301,113,ANBU HOSPITAL,64,107,0,0.89,0.3927515281114021
1302,1302,113,ANBU HOSPITAL,192,0,0,0.89,0.47223808771904874
1303,1303,113,ANBU HOSPITAL,84,75,0,0.89,0.40321268377196057
1304,1304,113,ANBU HOSPITAL,34,176,0,0.89,0.3705210585398351
1305,1305,113,ANBU HOSPITAL,48,17,0,0.89,0.4799511842583594
1306,1306,113,ANBU HOSPITAL,87,197,0,0.89,0.3891746235940421
1307,1307,113,ANBU HOSPITAL,148,141,0,0.89,0.3714254983532418
1308,1308,113,ANBU HOSPITAL,163,149,0,0.89,0.37378157415530444
1309,1309,113,ANBU HOSPITAL,71,61,0,0.89,0.47642577727021496
1310,1310,113,ANBU HOSPITAL,79,64,0,0.89,0.44470970590318837
1311,1311,113,ANBU HOSPITAL,96,12,0,0.89,0.4627914206036296
1312,1312,113,ANBU HOSPITAL,86,95,0,0.89,0.4062602560324172
1313,1313,113,ANBU HOSPITAL,17,87,0,0.89,0.4465767016358662
1314,1314,113,ANBU HOSPITAL,82,161,0,0.89,0.42263931935926674
1315,1315,113,ANBU HOSPITAL,168,89,0,0.89,0.3175081012301444
1316,1316,113,ANBU HOSPITAL,147,56,0,0.89,0.35127109081384633
1317,1317,113,ANBU HOSPITAL,72,134,0,0.89,0.44389078953036754
1318,1318,113,ANBU HOSPITAL,92,42,0,0.89,0.48232092793184667
1319,1319,113,ANBU HOSPITAL,79,174,0,0.89,0.3854247227577364
1320,1320,113,ANBU HOSPITAL,188,45,0,0.89,0.33466134137442866
1321,1321,113,ANBU HOSPITAL,21,101,0,0.89,0.5218902272089906
1322,1322,113,ANBU HOSPITAL,12,136,0,0.89,0.5457766013566463
1323,1323,113,ANBU HOSPITAL,87,35,0,0.89,0.4311537716185826
1324,1324,113,ANBU HOSPITAL,105,112,0,0.89,0.43321623439120754
1325,1325,113,ANBU HOSPITAL,145,157,0,0.89,0.33316510176993275
1326,1326,113,ANBU HOSPITAL,120,9,0,0.89,0.4600006686353144
1327,1327,113,ANBU HOSPITAL,195,52,0,0.89,0.3696522696885361
1328,1328,113,ANBU HOSPITAL,41,61,0,0.89,0.4825479562255532
1329,1329,113,ANBU HOSPITAL,74,28,0,0.89,0.5232609265334502
1330,1330,113,ANBU HOSPITAL,152,68,0,0.89,0.4042321977233343
1331,1331,113,ANBU HOSPITAL,198,29,0,0.89,0.3681277216489884
1332,1332,113,ANBU HOSPITAL,98,53,0,0.89,0.40347463642207043
1333,1333,113,ANBU HOSPITAL,21,167,0,0.89,0.539358953583519
1334,1334,113,ANBU HOSPITAL,52,174,0,0.89,0.43508241696508176
1335,1335,113,ANBU HOSPITAL,55,23,0,0.89,0.5643978538276067
1336,1336,113,ANBU HOSPITAL,192,6,0,0.89,0.44503310619801506
1337,1337,113,ANBU HOSPITAL,55,18,0,0.89,0.5568551207499994
1338,1338,113,ANBU HOSPITAL,119,79,0,0.89,0.374595342120034
1339,1339,113,ANBU HOSPITAL,131,47,0,0.89,0.395890916207172
1340,1340,113,ANBU HOSPITAL,83,157,0,0.89,0.41406363300697185
1341,1341,113,ANBU HOSPITAL,161,145,0,0.89,0.4552091577582753
1342,1342,113,ANBU HOSPITAL,60,95,0,0.89,0.4647952671634766
1343,1343,113,ANBU HOSPITAL,110,88,0,0.89,0.4124940344489346
1344,1344,113,ANBU HOSPITAL,144,41,0,0.89,0.38208392664434987
1345,1345,113,ANBU HOSPITAL,95,133,0,0.89,0.38686210812225125
1346,1346,113,ANBU HOSPITAL,52,160,0,0.89,0.4801913973439831
1347,1347,113,ANBU HOSPITAL,136,164,0,0.89,0.3529738368097951
1348,1348,113,ANBU HOSPITAL,96,90,0,0.89,0.39213700409572927
1349,1349,113,ANBU HOSPITAL,147,46,0,0.89,0.34970471828995525
1350,1350,113,ANBU HOSPITAL,12,154,1,0.89,0.7851914300724361
1351,1351,113,ANBU HOSPITAL,8,166,1,0.89,0.7828421319930785
1352,1352,113,ANBU HOSPITAL,84,89,1,0.89,0.5675310001741309
1353,1353,113,ANBU HOSPITAL,65,75,1,0.89,0.7050854801702897
1354,1354,113,ANBU HOSPITAL,19,147,1,0.89,0.808666259143223
1355,1355,113,ANBU HOSPITAL,111,30,1,0.89,0.666324332179231
1356,1356,113,ANBU HOSPITAL,152,52,1,0.89,0.6797876318278605
1357,1357,113,ANBU HOSPITAL,61,44,1,0.89,0.6126506348990985
1358,1358,113,ANBU HOSPITAL,149,59,1,0.89,0.6031815719895308
1359,1359,113,ANBU HOSPITAL,82,157,1,0.89,0.728258978090601
1360,1360,113,ANBU HOSPITAL,64,197,1,0.89,0.6313257663440835
1361,1361,113,ANBU HOSPITAL,192,77,1,0.89,0.5762935526428078
1362,1362,113,ANBU HOSPITAL,89,46,1,0.89,0.6208153012636984
1363,1363,113,ANBU HOSPITAL,143,174,1,0.89,0.5670668050348325
1364,1364,113,ANBU HOSPITAL,139,13,1,0.89,0.652835634280138
1365,1365,113,ANBU HOSPITAL,5,46,1,0.89,0.8178263502941391
1366,1366,113,ANBU HOSPITAL,74,135,1,0.89,0.5956061033049566
1367,1367,113,ANBU HOSPITAL,135,66,1,0.89,0.592703062267623
1368,1368,113,ANBU HOSPITAL,33,141,1,0.89,0.7660880656668185
1369,1369,113,ANBU HOSPITAL,55,71,1,0.89,0.6420126938675941
1370,1370,113,ANBU HOSPITAL,53,101,1,0.89,0.5997827465124403
1371,1371,113,ANBU HOSPITAL,1,161,1,0.89,0.6363653348636418
1372,1372,113,ANBU HOSPITAL,132,115,1,0.89,0.6778165141917415
1373,1373,113,ANBU HOSPITAL,32,158,1,0.89,0.64906215905543
1374,1374,113,ANBU HOSPITAL,197,89,1,0.89,0.5816183485324744
1375,1375,113,ANBU HOSPITAL,35,92,1,0.89,0.62656217552438
1376,1376,113,ANBU HOSPITAL,97,162,1,0.89,0.6174667855830377
1377,1377,113,ANBU HOSPITAL,118,54,1,0.89,0.5517308157981372
1378,1378,113,ANBU HOSPITAL,53,21,1,0.89,0.838599649031813
1379,1379,113,ANBU HOSPITAL,103,139,1,0.89,0.6845737047908079
1380,1380,113,ANBU HOSPITAL,140,147,1,0.89,0.5839525476318851
1381,1381,113,ANBU HOSPITAL,46,163,1,0.89,0.6407215888003195
1382,1382,113,ANBU HOSPITAL,133,79,1,0.89,0.5768122377762243
1383,1383,113,ANBU HOSPITAL,46,97,1,0.89,0.6635534736145977
1384,1384,113,ANBU HOSPITAL,148,17,1,0.89,0.6070690817943108
1385,1385,113,ANBU HOSPITAL,136,179,1,0.89,0.5796657267080356
1386,1386,113,ANBU HOSPITAL,41,89,1,0.89,0.710986195853724
1387,1387,113,ANBU HOSPITAL,89,87,1,0.89,0.6528853409460247
1388,1388,113,ANBU HOSPITAL,14,90,1,0.89,0.6438871285034106
1389,1389,113,ANBU HOSPITAL,179,171,1,0.89,0.5454028614637377
1390,1390,113,ANBU HOSPITAL,9,143,1,0.89,0.7303838469936336
1391,1391,113,ANBU HOSPITAL,18,172,1,0.89,0.7028512141782101
1392,1392,113,ANBU HOSPITAL,2,48,1,0.89,0.6922598661988213
1393,1393,113,ANBU HOSPITAL,138,22,1,0.89,0.680133575016433
1394,1394,113,ANBU HOSPITAL,132,10,1,0.89,0.6715086916006523
1395,1395,113,ANBU HOSPITAL,149,178,1,0.89,0.5436875838099015
1396,1396,113,ANBU HOSPITAL,114,101,1,0.89,0.5860292122879482
1397,1397,113,ANBU HOSPITAL,198,0,1,0.89,0.6581088064832847
1398,1398,113,ANBU HOSPITAL,4,122,1,0.89,0.875439885450262
1399,1399,113,ANBU HOSPITAL,49,95,1,0.89,0.5962354303001303
1400,1400,114,CURI HOSPITAL,40,76,0,0.98,0.4547777645594242
1401,1401,114,CURI HOSPITAL,197,6,0,0.98,0.4518777122571064
1402,1402,114,CURI HOSPITAL,49,154,0,0.98,0.4237633845205385
1403,1403,114,CURI HOSPITAL,12,28,0,0.98,0.47670956235962575
1404,1404,114,CURI HOSPITAL,110,134,0,0.98,0.46694651347755134
1405,1405,114,CURI HOSPITAL,12,91,0,0.98,0.46353627086054827
1406,1406,114,CURI HOSPITAL,67,20,0,0.98,0.4572136105101775
1407,1407,114,CURI HOSPITAL,154,57,0,0.98,0.38176948947840494
1408,1408,114,CURI HOSPITAL,155,90,0,0.98,0.3827944835194417
1409,1409,114,CURI HOSPITAL,56,117,0,0.98,0.5329482401144305
1410,1410,114,CURI HOSPITAL,170,196,0,0.98,0.3909378159772631
1411,1411,114,CURI HOSPITAL,3,45,0,0.98,0.5871279718075376
1412,1412,114,CURI HOSPITAL,135,0,0,0.98,0.40541186503113136
1413,1413,114,CURI HOSPITAL,58,9,0,0.98,0.6245186501411504
1414,1414,114,CURI HOSPITAL,67,15,0,0.98,0.4776907536587024
1415,1415,114,CURI HOSPITAL,181,24,0,0.98,0.4380110405783513
1416,1416,114,CURI HOSPITAL,144,14,0,0.98,0.40103676598564275
1417,1417,114,CURI HOSPITAL,179,185,0,0.98,0.3562685044682551
1418,1418,114,CURI HOSPITAL,12,200,0,0.98,0.4135909013692014
1419,1419,114,CURI HOSPITAL,74,133,0,0.98,0.45674341547520403
1420,1420,114,CURI HOSPITAL,189,35,0,0.98,0.4702782520664518
1421,1421,114,CURI HOSPITAL,174,3,0,0.98,0.4173280793980883
1422,1422,114,CURI HOSPITAL,186,85,0,0.98,0.35607307710308095
1423,1423,114,CURI HOSPITAL,30,145,0,0.98,0.4348947005106395
1424,1424,114,CURI HOSPITAL,93,7,0,0.98,0.4116463651712965
1425,1425,114,CURI HOSPITAL,137,79,0,0.98,0.3464045691004461
1426,1426,114,CURI HOSPITAL,154,138,0,0.98,0.38702217223172186
1427,1427,114,CURI HOSPITAL,19,53,0,0.98,0.4505843586934868
1428,1428,114,CURI HOSPITAL,63,85,0,0.98,0.4672237997777794
1429,1429,114,CURI HOSPITAL,17,174,0,0.98,0.4280184204065971
1430,1430,114,CURI HOSPITAL,199,187,0,0.98,0.33980638132568436
1431,1431,114,CURI HOSPITAL,173,9,0,0.98,0.43313884155272947
1432,1432,114,CURI HOSPITAL,186,98,0,0.98,0.331912602537205
1433,1433,114,CURI HOSPITAL,11,170,0,0.98,0.4207579804789564
1434,1434,114,CURI HOSPITAL,196,74,0,0.98,0.3939672708806727
1435,1435,114,CURI HOSPITAL,94,164,0,0.98,0.4394227967936105
1436,1436,114,CURI HOSPITAL,192,150,0,0.98,0.386353269231013
1437,1437,114,CURI HOSPITAL,95,32,0,0.98,0.5173625924958705
1438,1438,114,CURI HOSPITAL,150,153,0,0.98,0.3712294493190932
1439,1439,114,CURI HOSPITAL,126,22,0,0.98,0.5003028639896264
1440,1440,114,CURI HOSPITAL,52,141,0,0.98,0.4873398753218138
1441,1441,114,CURI HOSPITAL,66,30,0,0.98,0.4629417186276977
1442,1442,114,CURI HOSPITAL,107,13,0,0.98,0.43317959749433166
1443,1443,114,CURI HOSPITAL,57,0,0,0.98,0.46941964507253575
1444,1444,114,CURI HOSPITAL,42,155,0,0.98,0.5573030964195846
1445,1445,114,CURI HOSPITAL,65,165,0,0.98,0.4168748332448179
1446,1446,114,CURI HOSPITAL,134,158,0,0.98,0.3766087910880998
1447,1447,114,CURI HOSPITAL,35,63,0,0.98,0.44425356728724186
1448,1448,114,CURI HOSPITAL,96,175,0,0.98,0.3446329338717212
1449,1449,114,CURI HOSPITAL,149,33,0,0.98,0.40857646525468405
1450,1450,114,CURI HOSPITAL,29,138,1,0.98,0.7041558460307324
1451,1451,114,CURI HOSPITAL,195,42,1,0.98,0.6681137481665099
1452,1452,114,CURI HOSPITAL,173,44,1,0.98,0.7124253501781203
1453,1453,114,CURI HOSPITAL,2,163,1,0.98,0.6578128243679418
1454,1454,114,CURI HOSPITAL,14,23,1,0.98,0.778271732823671
1455,1455,114,CURI HOSPITAL,140,57,1,0.98,0.6309784764109155
1456,1456,114,CURI HOSPITAL,52,160,1,0.98,0.6975814821262636
1457,1457,114,CURI HOSPITAL,136,42,1,0.98,0.6187684475025329
1458,1458,114,CURI HOSPITAL,6,162,1,0.98,0.8386825980402283
1459,1459,114,CURI HOSPITAL,100,103,1,0.98,0.6419470880997438
1460,1460,114,CURI HOSPITAL,18,180,1,0.98,0.6479505293623349
1461,1461,114,CURI HOSPITAL,105,53,1,0.98,0.5938873807137768
1462,1462,114,CURI HOSPITAL,158,195,1,0.98,0.5699162988508117
1463,1463,114,CURI HOSPITAL,175,105,1,0.98,0.5642078752521215
1464,1464,114,CURI HOSPITAL,179,61,1,0.98,0.6687948903801066
1465,1465,114,CURI HOSPITAL,159,149,1,0.98,0.6845573663359047
1466,1466,114,CURI HOSPITAL,115,7,1,0.98,0.7051959310907489
1467,1467,114,CURI HOSPITAL,84,180,1,0.98,0.6921579167057615
1468,1468,114,CURI HOSPITAL,119,150,1,0.98,0.6100684267319204
1469,1469,114,CURI HOSPITAL,127,33,1,0.98,0.7256200200250834
1470,1470,114,CURI HOSPITAL,169,114,1,0.98,0.637767558388262
1471,1471,114,CURI HOSPITAL,82,63,1,0.98,0.64509666977977
1472,1472,114,CURI HOSPITAL,23,69,1,0.98,0.6849596484074048
1473,1473,114,CURI HOSPITAL,25,114,1,0.98,0.8640309504985011
1474,1474,114,CURI HOSPITAL,105,5,1,0.98,0.665242481559107
1475,1475,114,CURI HOSPITAL,177,123,1,0.98,0.6782331335973769
1476,1476,114,CURI HOSPITAL,193,172,1,0.98,0.5929489323099423
1477,1477,114,CURI HOSPITAL,195,190,1,0.98,0.5553751029542539
1478,1478,114,CURI HOSPITAL,76,18,1,0.98,0.7037728714028295
1479,1479,114,CURI HOSPITAL,70,35,1,0.98,0.8025505669913613
1480,1480,114,CURI HOSPITAL,122,35,1,0.98,0.726976779713967
1481,1481,114,CURI HOSPITAL,3,31,1,0.98,0.720058455957805
1482,1482,114,CURI HOSPITAL,143,117,1,0.98,0.6125205403685202
1483,1483,114,CURI HOSPITAL,157,13,1,0.98,0.7612938664525338
1484,1484,114,CURI HOSPITAL,157,190,1,0.98,0.5919162704870689
1485,1485,114,CURI HOSPITAL,26,69,1,0.98,0.6787309394355838
1486,1486,114,CURI HOSPITAL,160,141,1,0.98,0.5767041460205504
1487,1487,114,CURI HOSPITAL,136,170,1,0.98,0.5918507267688503
1488,1488,114,CURI HOSPITAL,178,183,1,0.98,0.5829230552812182
1489,1489,114,CURI HOSPITAL,98,165,1,0.98,0.6270022001583351
1490,1490,114,CURI HOSPITAL,106,34,1,0.98,0.6339667800110644
1491,1491,114,CURI HOSPITAL,184,140,1,0.98,0.6225123594517983
1492,1492,114,CURI HOSPITAL,191,36,1,0.98,0.6294014168945522
1493,1493,114,CURI HOSPITAL,177,98,1,0.98,0.5551718386690336
1494,1494,114,CURI HOSPITAL,122,150,1,0.98,0.6274230870872657
1495,1495,114,CURI HOSPITAL,137,120,1,0.98,0.6894625614230377
1496,1496,114,CURI HOSPITAL,91,198,1,0.98,0.5866921140519898
1497,1497,114,CURI HOSPITAL,104,97,1,0.98,0.6068547619671089
1498,1498,114,CURI HOSPITAL,175,80,1,0.98,0.607586581435737
1499,1499,114,CURI HOSPITAL,157,89,1,0.98,0.6226247007477912
1500,1500,115,Baby Hospital,21,0,0,0.14,0.2699088017704957
1501,1501,115,Baby Hospital,83,150,0,0.14,0.19577937496924958
1502,1502,115,Baby Hospital,102,149,0,0.14,0.19442243918608132
1503,1503,115,Baby Hospital,53,150,0,0.14,0.2220530159420223
1504,1504,115,Baby Hospital,16,21,0,0.14,0.3262138186687211
1505,1505,115,Baby Hospital,28,138,0,0.14,0.3502936981518609
1506,1506,115,Baby Hospital,81,87,0,0.14,0.235777223566693
1507,1507,115,Baby Hospital,7,99,0,0.14,0.24964262436477935
1508,1508,115,Baby Hospital,42,30,0,0.14,0.32494806300677403
1509,1509,115,Baby Hospital,70,123,0,0.14,0.3782458458151887
1510,1510,115,Baby Hospital,135,120,0,0.14,0.24728317357203694
1511,1511,115,Baby Hospital,28,14,0,0.14,0.42810561706336064
1512,1512,115,Baby Hospital,135,157,0,0.14,0.19777048288519028
1513,1513,115,Baby Hospital,144,200,0,0.14,0.14273843052892987
1514,1514,115,Baby Hospital,158,176,0,0.14,0.23303518985648564
1515,1515,115,Baby Hospital,172,135,0,0.14,0.24342535499515755
1516,1516,115,Baby Hospital,58,186,0,0.14,0.28670469928406245
1517,1517,115,Baby Hospital,146,134,0,0.14,0.17431124253991492
1518,1518,115,Baby Hospital,98,68,0,0.14,0.21891736572552115
1519,1519,115,Baby Hospital,31,37,0,0.14,0.4167308269405622
1520,1520,115,Baby Hospital,66,80,0,0.14,0.2781992564482899
1521,1521,115,Baby Hospital,45,87,0,0.14,0.24310244976079776
1522,1522,115,Baby Hospital,191,186,0,0.14,0.15149640797269795
1523,1523,115,Baby Hospital,156,111,0,0.14,0.24644905477598505
1524,1524,115,Baby Hospital,186,15,0,0.14,0.3030466566817264
1525,1525,115,Baby Hospital,96,155,0,0.14,0.1816409298368837
1526,1526,115,Baby Hospital,145,53,0,0.14,0.19615307901934897
1527,1527,115,Baby Hospital,136,121,0,0.14,0.2576536417297238
1528,1528,115,Baby Hospital,189,13,0,0.14,0.30279499865969794
1529,1529,115,Baby Hospital,196,62,0,0.14,0.18907113566626707
1530,1530,115,Baby Hospital,66,75,0,0.14,0.21646421603467297
1531,1531,115,Baby Hospital,74,148,0,0.14,0.3171706752360587
1532,1532,115,Baby Hospital,83,134,0,0.14,0.2608387145536758
1533,1533,115,Baby Hospital,39,95,0,0.14,0.30002853452289746
1534,1534,115,Baby Hospital,11,27,0,0.14,0.35462071782428944
1535,1535,115,Baby Hospital,95,125,0,0.14,0.3268673925438044
1536,1536,115,Baby Hospital,197,129,0,0.14,0.23968511960595512
1537,1537,115,Baby Hospital,49,124,0,0.14,0.23514703487040767
1538,1538,115,Baby Hospital,140,113,0,0.14,0.21727977358547618
1539,1539,115,Baby Hospital,114,85,0,0.14,0.20567492858788444
1540,1540,115,Baby Hospital,176,30,0,0.14,0.21403120597671466
1541,1541,115,Baby Hospital,94,160,0,0.14,0.20891085604709717
1542,1542,115,Baby Hospital,149,105,0,0.14,0.13956189091695395
1543,1543,115,Baby Hospital,76,41,0,0.14,0.3191010258370641
1544,1544,115,Baby Hospital,71,167,0,0.14,0.30278029693134667
1545,1545,115,Baby Hospital,160,54,0,0.14,0.22660449498804197
1546,1546,115,Baby Hospital,30,178,0,0.14,0.3502982662184165
1547,1547,115,Baby Hospital,82,57,0,0.14,0.21434105902084827
1548,1548,115,Baby Hospital,1,5,0,0.14,0.3371496739183998
1549,1549,115,Baby Hospital,61,153,0,0.14,0.23596948816703123
1550,1550,115,Baby Hospital,40,154,1,0.14,0.5077060658774594
1551,1551,115,Baby Hospital,123,139,1,0.14,0.48388114968675033
1552,1552,115,Baby Hospital,113,131,1,0.14,0.4202557839317584
1553,1553,115,Baby Hospital,67,55,1,0.14,0.4476610675210212
1554,1554,115,Baby Hospital,5,102,1,0.14,0.5674330744568341
1555,1555,115,Baby Hospital,44,175,1,0.14,0.5218513980792536
1556,1556,115,Baby Hospital,41,8,1,0.14,0.5238605681537651
1557,1557,115,Baby Hospital,160,58,1,0.14,0.40339909845672595
1558,1558,115,Baby Hospital,35,161,1,0.14,0.5107934267277722
1559,1559,115,Baby Hospital,21,142,1,0.14,0.6116166330171671
1560,1560,115,Baby Hospital,156,138,1,0.14,0.3992678299665701
1561,1561,115,Baby Hospital,25,50,1,0.14,0.5042494616867237
1562,1562,115,Baby Hospital,62,21,1,0.14,0.49142744926305637
1563,1563,115,Baby Hospital,191,11,1,0.14,0.46442496006819006
1564,1564,115,Baby Hospital,79,150,1,0.14,0.43079972962678326
1565,1565,115,Baby Hospital,128,33,1,0.14,0.41306182198048097
1566,1566,115,Baby Hospital,32,138,1,0.14,0.571212857673079
1567,1567,115,Baby Hospital,43,21,1,0.14,0.5318662118270062
1568,1568,115,Baby Hospital,30,1,1,0.14,0.5689961075537471
1569,1569,115,Baby Hospital,8,87,1,0.14,0.5325576073445196
1570,1570,115,Baby Hospital,147,61,1,0.14,0.4136642919390971
1571,1571,115,Baby Hospital,57,155,1,0.14,0.49220032013368975
1572,1572,115,Baby Hospital,17,134,1,0.14,0.5750440452099567
1573,1573,115,Baby Hospital,12,196,1,0.14,0.4561343834002505
1574,1574,115,Baby Hospital,87,179,1,0.14,0.456308504571506
1575,1575,115,Baby Hospital,178,150,1,0.14,0.46223316357518573
1576,1576,115,Baby Hospital,12,40,1,0.14,0.4848924502571115
1577,1577,115,Baby Hospital,171,147,1,0.14,0.48732499927037354
1578,1578,115,Baby Hospital,118,11,1,0.14,0.5033234341468016
1579,1579,115,Baby Hospital,184,136,1,0.14,0.4457952315213897
1580,1580,115,Baby Hospital,9,191,1,0.14,0.561453464674599
1581,1581,115,Baby Hospital,118,167,1,0.14,0.4351910379223982
1582,1582,115,Baby Hospital,130,2,1,0.14,0.5502098487443361
1583,1583,115,Baby Hospital,156,53,1,0.14,0.5316242261767854
1584,1584,115,Baby Hospital,158,21,1,0.14,0.407543705593151
1585,1585,115,Baby Hospital,189,162,1,0.14,0.43851264485354385
1586,1586,115,Baby Hospital,56,72,1,0.14,0.554687594728274
1587,1587,115,Baby Hospital,38,125,1,0.14,0.6031656607399799
1588,1588,115,Baby Hospital,58,28,1,0.14,0.5533503472333854
1589,1589,115,Baby Hospital,12,186,1,0.14,0.5489221598562997
1590,1590,115,Baby Hospital,161,181,1,0.14,0.41784930017485644
1591,1591,115,Baby Hospital,146,198,1,0.14,0.3778545863584183
1592,1592,115,Baby Hospital,91,28,1,0.14,0.43297494442194984
1593,1593,115,Baby Hospital,135,104,1,0.14,0.3863567749157088
1594,1594,115,Baby Hospital,122,117,1,0.14,0.507369725437514
1595,1595,115,Baby Hospital,149,83,1,0.14,0.3882564586410015
1596,1596,115,Baby Hospital,104,185,1,0.14,0.4206016467834643
1597,1597,115,Baby Hospital,33,75,1,0.14,0.6160636080643119
1598,1598,115,Baby Hospital,192,185,1,0.14,0.38827109301762064
1599,1599,115,Baby Hospital,101,196,1,0.14,0.44968666018119535
1600,1600,116,KMCH Hospital,126,120,0,0.08,0.2765313534024966
1601,1601,116,KMCH Hospital,42,0,0,0.08,0.3493864105085875
1602,1602,116,KMCH Hospital,39,55,0,0.08,0.3044511400834897
1603,1603,116,KMCH Hospital,122,146,0,0.08,0.19069804896224135
1604,1604,116,KMCH Hospital,90,49,0,0.08,0.26830242584026315
1605,1605,116,KMCH Hospital,97,148,0,0.08,0.19276348726913756
1606,1606,116,KMCH Hospital,109,133,0,0.08,0.17249468485343084
1607,1607,116,KMCH Hospital,15,153,0,0.08,0.2779192447948719
1608,1608,116,KMCH Hospital,117,117,0,0.08,0.1791801255017693
1609,1609,116,KMCH Hospital,160,183,0,0.08,0.1772023840005013
1610,1610,116,KMCH Hospital,73,17,0,0.08,0.29919298206709344
1611,1611,116,KMCH Hospital,69,131,0,0.08,0.35559174265620497
1612,1612,116,KMCH Hospital,61,98,0,0.08,0.1748464312311448
1613,1613,116,KMCH Hospital,77,146,0,0.08,0.22294661917572023
1614,1614,116,KMCH Hospital,15,56,0,0.08,0.26188295099544
1615,1615,116,KMCH Hospital,79,130,0,0.08,0.24892229565188484
1616,1616,116,KMCH Hospital,15,168,0,0.08,0.26220811096481844
